postal_code,country,leaf_region_slug
00501,US,nyc-metro
00601,US,pr
00602,US,aguadilla-pr-metro
00603,US,aguadilla-pr-metro
00604,US,aguadilla-pr-metro
00605,US,aguadilla-pr-metro
00606,US,pr
00610,US,aguadilla-pr-metro
00611,US,pr
00612,US,arecibo-pr-metro
00613,US,arecibo-pr-metro
00614,US,arecibo-pr-metro
00616,US,arecibo-pr-metro
00617,US,san-juan-pr-metro
00622,US,mayaguez-pr-metro
00623,US,mayaguez-pr-metro
00624,US,ponce-pr-metro
00627,US,arecibo-pr-metro
00631,US,pr
00636,US,mayaguez-pr-metro
00637,US,mayaguez-pr-metro
00638,US,san-juan-pr-metro
00641,US,pr
00646,US,san-juan-pr-metro
00647,US,pr
00650,US,san-juan-pr-metro
00652,US,arecibo-pr-metro
00653,US,pr
00656,US,ponce-pr-metro
00659,US,arecibo-pr-metro
00660,US,mayaguez-pr-metro
00662,US,aguadilla-pr-metro
00664,US,pr
00667,US,mayaguez-pr-metro
00669,US,pr
00670,US,pr
00674,US,san-juan-pr-metro
00676,US,aguadilla-pr-metro
00677,US,aguadilla-pr-metro
00678,US,arecibo-pr-metro
00680,US,mayaguez-pr-metro
00681,US,mayaguez-pr-metro
00682,US,mayaguez-pr-metro
00683,US,mayaguez-pr-metro
00685,US,aguadilla-pr-metro
00687,US,san-juan-pr-metro
00688,US,arecibo-pr-metro
00690,US,aguadilla-pr-metro
00692,US,san-juan-pr-metro
00693,US,san-juan-pr-metro
00694,US,san-juan-pr-metro
00698,US,ponce-pr-metro
00703,US,san-juan-pr-metro
00704,US,pr
00705,US,san-juan-pr-metro
00707,US,san-juan-pr-metro
00714,US,guayama-pr-metro
00715,US,ponce-pr-metro
00716,US,ponce-pr-metro
00717,US,ponce-pr-metro
00718,US,san-juan-pr-metro
00719,US,san-juan-pr-metro
00720,US,san-juan-pr-metro
00721,US,san-juan-pr-metro
00723,US,guayama-pr-metro
00725,US,san-juan-pr-metro
00726,US,san-juan-pr-metro
00727,US,san-juan-pr-metro
00728,US,ponce-pr-metro
00729,US,san-juan-pr-metro
00730,US,ponce-pr-metro
00731,US,ponce-pr-metro
00732,US,ponce-pr-metro
00733,US,ponce-pr-metro
00735,US,san-juan-pr-metro
00736,US,san-juan-pr-metro
00737,US,san-juan-pr-metro
00738,US,san-juan-pr-metro
00739,US,san-juan-pr-metro
00740,US,san-juan-pr-metro
00741,US,san-juan-pr-metro
00744,US,san-juan-pr-metro
00745,US,san-juan-pr-metro
00751,US,pr
00754,US,san-juan-pr-metro
00757,US,pr
00765,US,pr
00766,US,ponce-pr-metro
00767,US,san-juan-pr-metro
00769,US,pr
00771,US,san-juan-pr-metro
00772,US,san-juan-pr-metro
00773,US,san-juan-pr-metro
00775,US,pr
00777,US,san-juan-pr-metro
00778,US,san-juan-pr-metro
00780,US,ponce-pr-metro
00782,US,san-juan-pr-metro
00783,US,san-juan-pr-metro
00784,US,guayama-pr-metro
00785,US,guayama-pr-metro
00786,US,san-juan-pr-metro
00791,US,san-juan-pr-metro
00792,US,san-juan-pr-metro
00794,US,san-juan-pr-metro
00795,US,ponce-pr-metro
00901,US,san-juan-pr-metro
00902,US,san-juan-pr-metro
00906,US,san-juan-pr-metro
00907,US,san-juan-pr-metro
00908,US,san-juan-pr-metro
00909,US,san-juan-pr-metro
00910,US,san-juan-pr-metro
00911,US,san-juan-pr-metro
00912,US,san-juan-pr-metro
00913,US,san-juan-pr-metro
00914,US,san-juan-pr-metro
00915,US,san-juan-pr-metro
00916,US,san-juan-pr-metro
00917,US,san-juan-pr-metro
00918,US,san-juan-pr-metro
00919,US,san-juan-pr-metro
00920,US,san-juan-pr-metro
00921,US,san-juan-pr-metro
00922,US,san-juan-pr-metro
00923,US,san-juan-pr-metro
00924,US,san-juan-pr-metro
00925,US,san-juan-pr-metro
00926,US,san-juan-pr-metro
00927,US,san-juan-pr-metro
00928,US,san-juan-pr-metro
00929,US,san-juan-pr-metro
00931,US,san-juan-pr-metro
00934,US,san-juan-pr-metro
00935,US,san-juan-pr-metro
00936,US,san-juan-pr-metro
00937,US,san-juan-pr-metro
00940,US,san-juan-pr-metro
00949,US,san-juan-pr-metro
00950,US,san-juan-pr-metro
00951,US,san-juan-pr-metro
00952,US,san-juan-pr-metro
00953,US,san-juan-pr-metro
00954,US,san-juan-pr-metro
00956,US,san-juan-pr-metro
00957,US,san-juan-pr-metro
00958,US,san-juan-pr-metro
00959,US,san-juan-pr-metro
00960,US,san-juan-pr-metro
00961,US,san-juan-pr-metro
00962,US,san-juan-pr-metro
00963,US,san-juan-pr-metro
00965,US,san-juan-pr-metro
00966,US,san-juan-pr-metro
00968,US,san-juan-pr-metro
00969,US,san-juan-pr-metro
00970,US,san-juan-pr-metro
00971,US,san-juan-pr-metro
00975,US,san-juan-pr-metro
00976,US,san-juan-pr-metro
00977,US,san-juan-pr-metro
00979,US,san-juan-pr-metro
00981,US,san-juan-pr-metro
00982,US,san-juan-pr-metro
00983,US,san-juan-pr-metro
00984,US,san-juan-pr-metro
00985,US,san-juan-pr-metro
00986,US,san-juan-pr-metro
00987,US,san-juan-pr-metro
00988,US,san-juan-pr-metro
01001,US,springfield-ma-metro
01002,US,amherst-town-ma-metro
01003,US,amherst-town-ma-metro
01004,US,amherst-town-ma-metro
01005,US,worcester-ma-metro
01007,US,amherst-town-ma-metro
01008,US,springfield-ma-metro
01009,US,springfield-ma-metro
01010,US,springfield-ma-metro
01011,US,springfield-ma-metro
01012,US,amherst-town-ma-metro
01013,US,springfield-ma-metro
01014,US,springfield-ma-metro
01020,US,springfield-ma-metro
01021,US,springfield-ma-metro
01022,US,springfield-ma-metro
01026,US,amherst-town-ma-metro
01027,US,amherst-town-ma-metro
01028,US,springfield-ma-metro
01029,US,pittsfield-ma-metro
01030,US,springfield-ma-metro
01031,US,worcester-ma-metro
01032,US,amherst-town-ma-metro
01033,US,amherst-town-ma-metro
01034,US,springfield-ma-metro
01035,US,amherst-town-ma-metro
01036,US,springfield-ma-metro
01037,US,worcester-ma-metro
01038,US,amherst-town-ma-metro
01039,US,amherst-town-ma-metro
01040,US,springfield-ma-metro
01041,US,springfield-ma-metro
01050,US,amherst-town-ma-metro
01053,US,amherst-town-ma-metro
01054,US,ma
01056,US,springfield-ma-metro
01057,US,springfield-ma-metro
01059,US,amherst-town-ma-metro
01060,US,amherst-town-ma-metro
01061,US,amherst-town-ma-metro
01062,US,amherst-town-ma-metro
01063,US,amherst-town-ma-metro
01066,US,amherst-town-ma-metro
01068,US,worcester-ma-metro
01069,US,springfield-ma-metro
01070,US,amherst-town-ma-metro
01071,US,springfield-ma-metro
01072,US,ma
01073,US,amherst-town-ma-metro
01074,US,worcester-ma-metro
01075,US,amherst-town-ma-metro
01077,US,springfield-ma-metro
01079,US,springfield-ma-metro
01080,US,springfield-ma-metro
01081,US,springfield-ma-metro
01082,US,amherst-town-ma-metro
01083,US,worcester-ma-metro
01084,US,amherst-town-ma-metro
01085,US,springfield-ma-metro
01086,US,springfield-ma-metro
01088,US,amherst-town-ma-metro
01089,US,springfield-ma-metro
01090,US,springfield-ma-metro
01092,US,worcester-ma-metro
01093,US,ma
01094,US,worcester-ma-metro
01095,US,springfield-ma-metro
01096,US,amherst-town-ma-metro
01097,US,springfield-ma-metro
01098,US,amherst-town-ma-metro
01101,US,springfield-ma-metro
01103,US,springfield-ma-metro
01104,US,springfield-ma-metro
01105,US,springfield-ma-metro
01106,US,springfield-ma-metro
01107,US,springfield-ma-metro
01108,US,springfield-ma-metro
01109,US,springfield-ma-metro
01111,US,springfield-ma-metro
01115,US,springfield-ma-metro
01116,US,springfield-ma-metro
01118,US,springfield-ma-metro
01119,US,springfield-ma-metro
01128,US,springfield-ma-metro
01129,US,springfield-ma-metro
01138,US,springfield-ma-metro
01139,US,springfield-ma-metro
01144,US,springfield-ma-metro
01151,US,springfield-ma-metro
01152,US,springfield-ma-metro
01199,US,springfield-ma-metro
01201,US,pittsfield-ma-metro
01202,US,pittsfield-ma-metro
01220,US,pittsfield-ma-metro
01222,US,pittsfield-ma-metro
01223,US,pittsfield-ma-metro
01224,US,pittsfield-ma-metro
01225,US,pittsfield-ma-metro
01226,US,pittsfield-ma-metro
01227,US,pittsfield-ma-metro
01229,US,pittsfield-ma-metro
01230,US,pittsfield-ma-metro
01235,US,pittsfield-ma-metro
01236,US,pittsfield-ma-metro
01237,US,pittsfield-ma-metro
01238,US,pittsfield-ma-metro
01240,US,pittsfield-ma-metro
01242,US,pittsfield-ma-metro
01243,US,amherst-town-ma-metro
01244,US,pittsfield-ma-metro
01245,US,pittsfield-ma-metro
01247,US,pittsfield-ma-metro
01252,US,pittsfield-ma-metro
01253,US,pittsfield-ma-metro
01254,US,pittsfield-ma-metro
01255,US,pittsfield-ma-metro
01256,US,pittsfield-ma-metro
01257,US,pittsfield-ma-metro
01258,US,pittsfield-ma-metro
01259,US,pittsfield-ma-metro
01260,US,pittsfield-ma-metro
01262,US,pittsfield-ma-metro
01263,US,pittsfield-ma-metro
01264,US,pittsfield-ma-metro
01266,US,pittsfield-ma-metro
01267,US,pittsfield-ma-metro
01270,US,pittsfield-ma-metro
01301,US,ma
01302,US,ma
01330,US,ma
01331,US,worcester-ma-metro
01337,US,ma
01338,US,ma
01339,US,ma
01340,US,ma
01341,US,ma
01342,US,ma
01343,US,pittsfield-ma-metro
01344,US,ma
01346,US,ma
01347,US,ma
01349,US,ma
01350,US,ma
01351,US,ma
01354,US,ma
01355,US,ma
01360,US,ma
01364,US,ma
01366,US,worcester-ma-metro
01367,US,ma
01368,US,worcester-ma-metro
01370,US,ma
01373,US,ma
01375,US,ma
01376,US,ma
01378,US,ma
01379,US,ma
01380,US,ma
01420,US,worcester-ma-metro
01430,US,worcester-ma-metro
01431,US,greater-boston
01432,US,greater-boston
01434,US,worcester-ma-metro
01436,US,worcester-ma-metro
01438,US,worcester-ma-metro
01440,US,worcester-ma-metro
01441,US,worcester-ma-metro
01450,US,greater-boston
01451,US,worcester-ma-metro
01452,US,worcester-ma-metro
01453,US,worcester-ma-metro
01460,US,greater-boston
01462,US,worcester-ma-metro
01463,US,greater-boston
01464,US,greater-boston
01467,US,worcester-ma-metro
01468,US,worcester-ma-metro
01469,US,greater-boston
01472,US,greater-boston
01473,US,worcester-ma-metro
01474,US,greater-boston
01475,US,worcester-ma-metro
01501,US,worcester-ma-metro
01503,US,worcester-ma-metro
01504,US,worcester-ma-metro
01505,US,worcester-ma-metro
01506,US,worcester-ma-metro
01507,US,worcester-ma-metro
01508,US,worcester-ma-metro
01509,US,worcester-ma-metro
01510,US,worcester-ma-metro
01515,US,worcester-ma-metro
01516,US,worcester-ma-metro
01518,US,worcester-ma-metro
01519,US,worcester-ma-metro
01520,US,worcester-ma-metro
01521,US,springfield-ma-metro
01522,US,worcester-ma-metro
01523,US,worcester-ma-metro
01524,US,worcester-ma-metro
01525,US,worcester-ma-metro
01526,US,worcester-ma-metro
01527,US,worcester-ma-metro
01529,US,worcester-ma-metro
01531,US,worcester-ma-metro
01532,US,worcester-ma-metro
01534,US,worcester-ma-metro
01535,US,worcester-ma-metro
